[0]     ItemNum                 !ERROR! 7       item: ItemName                        ("name 'NoMatchError' is not defined",)
[1]     *crv 36 pk              !ERROR! 10      item: CRV $1.80                       ("name 'NoMatchError' is not defined",)
[2]     *crv05                  !ERROR! 6       item: CRV 5 cents                     ("name 'NoMatchError' is not defined",)
[3]     *crv1.75                !ERROR! 8       item: CRV $1.75                       ('EAN code can only contain numbers.',)
[4]     *crv10                  !ERROR! 6       item: CRV 10 cents                    ("name 'NoMatchError' is not defined",)
[5]     *crv100                 !ERROR! 7       item: CRV 1.00 cents                  ("name 'NoMatchError' is not defined",)
[6]     *crv120                 !ERROR! 7       item: CRV 1.20 cents                  ("name 'NoMatchError' is not defined",)
[7]     *crv150                 !ERROR! 7       item: CRV 1.50 cents                  ("name 'NoMatchError' is not defined",)
[8]     *crv20                  !ERROR! 6       item: CRV 20 cents                    ("name 'NoMatchError' is not defined",)
[9]     *crv200                 !ERROR! 7       item: CRV 2.00                        ("name 'NoMatchError' is not defined",)
[10]    *crv30                  !ERROR! 6       item: CRV 30 cents                    ("name 'NoMatchError' is not defined",)
[11]    *crv40                  !ERROR! 6       item: CRV 40 cents                    ("name 'NoMatchError' is not defined",)
[12]    *crv45                  !ERROR! 6       item: CRV 45 cents                    ("name 'NoMatchError' is not defined",)
[13]    *crv60                  !ERROR! 6       item: CRV 60 cents                    ("name 'NoMatchError' is not defined",)
[14]    *crv75                  !ERROR! 6       item: CRV 75 cents                    ("name 'NoMatchError' is not defined",)
[15]    *crv90                  !ERROR! 6       item: CRV 90 cents                    ("name 'NoMatchError' is not defined",)
[223]   015786001387            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[224]   015786001394            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[225]   015786001417            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[226]   015786001479            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[227]   015786001509            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[228]   015786001738            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[229]   015786001752            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[230]   015786001837            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[231]   015800030119            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[232]   015800030485            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[233]   015800062110            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[234]   015800064114            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[235]   015800070115            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[236]   016000106109            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[237]   016000107106            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[238]   016000126077            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[239]   016000126091            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[240]   016000141544            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[241]   016000141551            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[242]   016000141552            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[243]   016000141568            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[244]   016000141599            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[245]   016000144248            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[246]   016000160101            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[247]   016000264694            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[248]   016000264793            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[249]   016000272880            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[250]   016000401068            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[251]   016000435094            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[252]   016000439894            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[253]   016000505827            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[254]   016600001033            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[255]   016600325030            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[256]   01660433                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[257]   01660530                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[258]   017000029344            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[259]   017000030166            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[260]   017000054001            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[261]   017000079738            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[262]   017082600035            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[263]   017082600233            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[264]   017082600738            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[265]   017082877451            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[266]   017082878038            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[267]   017082883889            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[268]   017082883896            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[269]   017082883902            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[270]   017082883926            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[271]   017082884268            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[272]   017082890412            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[273]   017800110303            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[274]   017800134651            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[275]   017800134835            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[276]   017800150149            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[277]   017800183406            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[278]   017800183437            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[279]   017800183468            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[280]   017800404006            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[281]   017800410274            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[282]   017800450072            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[283]   01800829                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[284]   01801624                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[285]   01801828                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[286]   01810622                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[287]   01811524                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[288]   01812620                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[289]   01813027                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[290]   018138117026            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[291]   018138201022            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[292]   01816024                ean: ean8       location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[293]   018200007699            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[294]   018200007712            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[295]   018200007842            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[296]   018200008337            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[297]   018200008344            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[298]   018200009648            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[299]   018200009747            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[300]   018200059896            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[301]   018200059902            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
[302]   018200069918            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Google Sheets Project/Barcodes                    
